<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20010110,164800,0.9391,0.9391,0.9390,0.9390,4
EURUSD,20010110,164900,0.9389,0.9389,0.9388,0.9388,4
EURUSD,20010110,165000,0.9388,0.9388,0.9387,0.9388,4
EURUSD,20010110,165100,0.9386,0.9386,0.9385,0.9385,4
EURUSD,20010110,165200,0.9385,0.9387,0.9385,0.9385,4
EURUSD,20010110,165300,0.9386,0.9387,0.9386,0.9387,4
EURUSD,20010110,165400,0.9386,0.9390,0.9386,0.9390,4
EURUSD,20010110,165500,0.9391,0.9394,0.9391,0.9394,4
EURUSD,20010110,165600,0.9393,0.9394,0.9391,0.9391,4
EURUSD,20010110,165700,0.9391,0.9393,0.9391,0.9393,4
EURUSD,20010110,165800,0.9392,0.9392,0.9391,0.9391,4
EURUSD,20010110,165900,0.9390,0.9390,0.9388,0.9388,4
EURUSD,20010110,170000,0.9388,0.9388,0.9387,0.9387,4
EURUSD,20010110,170100,0.9386,0.9389,0.9386,0.9389,4
EURUSD,20010110,170200,0.9389,0.9391,0.9389,0.9391,4
EURUSD,20010110,170300,0.9391,0.9391,0.9387,0.9388,4
EURUSD,20010110,170400,0.9387,0.9388,0.9386,0.9386,4
EURUSD,20010110,170500,0.9385,0.9387,0.9385,0.9387,4
EURUSD,20010110,170600,0.9386,0.9387,0.9386,0.9386,4
EURUSD,20010110,170700,0.9385,0.9385,0.9384,0.9384,4
EURUSD,20010110,170800,0.9384,0.9384,0.9383,0.9383,4
EURUSD,20010110,170900,0.9383,0.9383,0.9378,0.9378,4
EURUSD,20010110,171000,0.9380,0.9382,0.9379,0.9382,4
EURUSD,20010110,171100,0.9382,0.9386,0.9382,0.9385,4
EURUSD,20010110,171200,0.9386,0.9386,0.9384,0.9385,4
EURUSD,20010110,171300,0.9384,0.9384,0.9382,0.9382,4
EURUSD,20010110,171400,0.9382,0.9382,0.9381,0.9382,4
EURUSD,20010110,171500,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,171600,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,171700,0.9383,0.9385,0.9383,0.9385,4
EURUSD,20010110,171800,0.9385,0.9389,0.9385,0.9387,4
EURUSD,20010110,171900,0.9389,0.9391,0.9388,0.9391,4
EURUSD,20010110,172000,0.9392,0.9394,0.9392,0.9393,4
EURUSD,20010110,172100,0.9393,0.9395,0.9392,0.9394,4
EURUSD,20010110,172200,0.9395,0.9395,0.9394,0.9394,4
EURUSD,20010110,172300,0.9394,0.9394,0.9394,0.9394,4
EURUSD,20010110,172400,0.9394,0.9395,0.9394,0.9394,4
EURUSD,20010110,172500,0.9394,0.9395,0.9394,0.9395,4
EURUSD,20010110,172600,0.9398,0.9402,0.9398,0.9402,4
EURUSD,20010110,172700,0.9403,0.9409,0.9403,0.9408,4
EURUSD,20010110,172800,0.9407,0.9413,0.9407,0.9413,4
EURUSD,20010110,172900,0.9413,0.9413,0.9412,0.9412,4
EURUSD,20010110,173000,0.9411,0.9412,0.9406,0.9406,4
EURUSD,20010110,173100,0.9405,0.9405,0.9404,0.9405,4
EURUSD,20010110,173200,0.9405,0.9405,0.9405,0.9405,4
EURUSD,20010110,173300,0.9405,0.9409,0.9405,0.9409,4
EURUSD,20010110,173400,0.9409,0.9409,0.9408,0.9408,4
EURUSD,20010110,173500,0.9407,0.9407,0.9402,0.9402,4
EURUSD,20010110,173600,0.9402,0.9404,0.9402,0.9404,4
EURUSD,20010110,173700,0.9403,0.9403,0.9403,0.9403,4
EURUSD,20010110,173800,0.9402,0.9402,0.9401,0.9401,4
EURUSD,20010110,173900,0.9402,0.9402,0.9401,0.9401,4
EURUSD,20010110,174000,0.9401,0.9401,0.9400,0.9400,4
EURUSD,20010110,174100,0.9401,0.9403,0.9401,0.9403,4
EURUSD,20010110,174200,0.9402,0.9403,0.9402,0.9402,4
EURUSD,20010110,174300,0.9402,0.9402,0.9401,0.9401,4
EURUSD,20010110,174400,0.9401,0.9401,0.9401,0.9401,4
EURUSD,20010110,174500,0.9401,0.9404,0.9401,0.9404,4
EURUSD,20010110,174600,0.9405,0.9405,0.9405,0.9405,4
EURUSD,20010110,174700,0.9407,0.9410,0.9406,0.9408,4
EURUSD,20010110,174800,0.9409,0.9410,0.9408,0.9410,4
EURUSD,20010110,174900,0.9409,0.9411,0.9408,0.9411,4
EURUSD,20010110,175000,0.9410,0.9411,0.9410,0.9410,4
EURUSD,20010110,175100,0.9410,0.9410,0.9408,0.9409,4
EURUSD,20010110,175200,0.9408,0.9409,0.9405,0.9406,4
EURUSD,20010110,175300,0.9405,0.9405,0.9404,0.9405,4
EURUSD,20010110,175400,0.9404,0.9405,0.9404,0.9404,4
EURUSD,20010110,175500,0.9405,0.9408,0.9405,0.9407,4
EURUSD,20010110,175600,0.9407,0.9410,0.9407,0.9409,4
EURUSD,20010110,175700,0.9410,0.9411,0.9410,0.9411,4
EURUSD,20010110,175800,0.9410,0.9411,0.9410,0.9410,4
EURUSD,20010110,175900,0.9410,0.9410,0.9408,0.9408,4
EURUSD,20010110,180000,0.9408,0.9408,0.9405,0.9405,4
EURUSD,20010110,180100,0.9405,0.9408,0.9405,0.9408,4
EURUSD,20010110,180200,0.9408,0.9412,0.9408,0.9412,4
EURUSD,20010110,180300,0.9411,0.9412,0.9410,0.9412,4
EURUSD,20010110,180400,0.9412,0.9413,0.9412,0.9413,4
EURUSD,20010110,180500,0.9413,0.9413,0.9412,0.9412,4
EURUSD,20010110,180600,0.9413,0.9425,0.9413,0.9423,4
EURUSD,20010110,180700,0.9425,0.9426,0.9425,0.9426,4
EURUSD,20010110,180800,0.9430,0.9430,0.9427,0.9427,4
EURUSD,20010110,180900,0.9427,0.9427,0.9426,0.9426,4
EURUSD,20010110,181000,0.9426,0.9426,0.9426,0.9426,4
EURUSD,20010110,181100,0.9426,0.9426,0.9426,0.9426,4
EURUSD,20010110,181300,0.9425,0.9426,0.9425,0.9426,4
EURUSD,20010110,181400,0.9425,0.9425,0.9423,0.9423,4
EURUSD,20010110,181500,0.9424,0.9426,0.9424,0.9426,4
EURUSD,20010110,181600,0.9427,0.9427,0.9424,0.9424,4
EURUSD,20010110,181700,0.9424,0.9424,0.9423,0.9423,4
EURUSD,20010110,181800,0.9423,0.9423,0.9422,0.9423,4
EURUSD,20010110,181900,0.9421,0.9421,0.9420,0.9421,4
EURUSD,20010110,182000,0.9427,0.9428,0.9427,0.9428,4
EURUSD,20010110,182100,0.9427,0.9430,0.9427,0.9430,4
EURUSD,20010110,182200,0.9430,0.9433,0.9430,0.9433,4
EURUSD,20010110,182300,0.9433,0.9433,0.9429,0.9429,4
EURUSD,20010110,182400,0.9428,0.9428,0.9428,0.9428,4
EURUSD,20010110,182500,0.9428,0.9428,0.9427,0.9427,4
EURUSD,20010110,182600,0.9427,0.9427,0.9427,0.9427,4
EURUSD,20010110,182700,0.9427,0.9427,0.9426,0.9426,4
EURUSD,20010110,182800,0.9427,0.9427,0.9424,0.9424,4
EURUSD,20010110,182900,0.9425,0.9425,0.9421,0.9421,4
EURUSD,20010110,183000,0.9422,0.9423,0.9420,0.9420,4
EURUSD,20010110,183100,0.9419,0.9419,0.9418,0.9419,4
EURUSD,20010110,183200,0.9419,0.9419,0.9419,0.9419,4
EURUSD,20010110,183300,0.9419,0.9419,0.9418,0.9418,4
EURUSD,20010110,183400,0.9419,0.9419,0.9419,0.9419,4
EURUSD,20010110,183500,0.9418,0.9419,0.9418,0.9419,4
EURUSD,20010110,183600,0.9419,0.9419,0.9419,0.9419,4
EURUSD,20010110,183700,0.9419,0.9419,0.9419,0.9419,4
EURUSD,20010110,183800,0.9419,0.9420,0.9419,0.9420,4
EURUSD,20010110,183900,0.9419,0.9421,0.9419,0.9420,4
EURUSD,20010110,184000,0.9419,0.9420,0.9419,0.9419,4
EURUSD,20010110,184100,0.9418,0.9419,0.9418,0.9418,4
EURUSD,20010110,184200,0.9417,0.9419,0.9417,0.9419,4
EURUSD,20010110,184300,0.9419,0.9419,0.9419,0.9419,4
EURUSD,20010110,184400,0.9419,0.9419,0.9418,0.9419,4
EURUSD,20010110,184500,0.9420,0.9420,0.9419,0.9419,4
EURUSD,20010110,184600,0.9420,0.9420,0.9415,0.9415,4
EURUSD,20010110,184700,0.9414,0.9414,0.9414,0.9414,4
EURUSD,20010110,184800,0.9415,0.9416,0.9415,0.9416,4
EURUSD,20010110,184900,0.9417,0.9417,0.9415,0.9415,4
EURUSD,20010110,185000,0.9416,0.9416,0.9413,0.9413,4
EURUSD,20010110,185100,0.9414,0.9414,0.9413,0.9413,4
EURUSD,20010110,185200,0.9413,0.9414,0.9413,0.9414,4
EURUSD,20010110,185300,0.9415,0.9417,0.9415,0.9417,4
EURUSD,20010110,185400,0.9418,0.9419,0.9418,0.9419,4
EURUSD,20010110,185500,0.9419,0.9419,0.9417,0.9417,4
EURUSD,20010110,185600,0.9417,0.9417,0.9414,0.9416,4
EURUSD,20010110,185700,0.9414,0.9414,0.9412,0.9412,4
EURUSD,20010110,185800,0.9412,0.9412,0.9411,0.9411,4
EURUSD,20010110,185900,0.9412,0.9412,0.9412,0.9412,4
EURUSD,20010110,190000,0.9412,0.9412,0.9411,0.9411,4
EURUSD,20010110,190100,0.9411,0.9412,0.9410,0.9412,4
EURUSD,20010110,190200,0.9412,0.9412,0.9412,0.9412,4
EURUSD,20010110,190300,0.9412,0.9413,0.9412,0.9413,4
EURUSD,20010110,190400,0.9412,0.9413,0.9412,0.9413,4
EURUSD,20010110,190500,0.9414,0.9414,0.9414,0.9414,4
EURUSD,20010110,190600,0.9414,0.9414,0.9413,0.9413,4
EURUSD,20010110,190700,0.9413,0.9413,0.9412,0.9412,4
EURUSD,20010110,190800,0.9412,0.9412,0.9411,0.9412,4
EURUSD,20010110,190900,0.9411,0.9411,0.9411,0.9411,4
EURUSD,20010110,191000,0.9411,0.9411,0.9410,0.9410,4
EURUSD,20010110,191100,0.9409,0.9410,0.9409,0.9410,4
EURUSD,20010110,191200,0.9410,0.9411,0.9410,0.9411,4
EURUSD,20010110,191300,0.9411,0.9411,0.9411,0.9411,4
EURUSD,20010110,191400,0.9411,0.9411,0.9410,0.9410,4
EURUSD,20010110,191500,0.9410,0.9410,0.9410,0.9410,4
EURUSD,20010110,191600,0.9410,0.9410,0.9410,0.9410,4
EURUSD,20010110,191700,0.9409,0.9409,0.9408,0.9408,4
EURUSD,20010110,191800,0.9409,0.9409,0.9409,0.9409,4
EURUSD,20010110,191900,0.9409,0.9409,0.9409,0.9409,4
EURUSD,20010110,192000,0.9409,0.9409,0.9409,0.9409,4
EURUSD,20010110,192100,0.9409,0.9410,0.9409,0.9410,4
EURUSD,20010110,192200,0.9412,0.9412,0.9411,0.9411,4
EURUSD,20010110,192300,0.9411,0.9411,0.9410,0.9410,4
EURUSD,20010110,192400,0.9411,0.9411,0.9409,0.9409,4
EURUSD,20010110,192500,0.9409,0.9409,0.9407,0.9407,4
EURUSD,20010110,192600,0.9406,0.9408,0.9406,0.9408,4
EURUSD,20010110,192700,0.9407,0.9407,0.9407,0.9407,4
EURUSD,20010110,192800,0.9407,0.9408,0.9406,0.9408,4
EURUSD,20010110,192900,0.9408,0.9408,0.9407,0.9408,4
EURUSD,20010110,193000,0.9408,0.9408,0.9408,0.9408,4
EURUSD,20010110,193200,0.9407,0.9407,0.9407,0.9407,4
EURUSD,20010110,193300,0.9408,0.9408,0.9408,0.9408,4
EURUSD,20010110,193400,0.9408,0.9408,0.9408,0.9408,4
EURUSD,20010110,193500,0.9408,0.9408,0.9408,0.9408,4
EURUSD,20010110,193600,0.9408,0.9408,0.9408,0.9408,4
EURUSD,20010110,193700,0.9407,0.9408,0.9407,0.9408,4
EURUSD,20010110,193800,0.9409,0.9409,0.9408,0.9408,4
EURUSD,20010110,193900,0.9408,0.9408,0.9408,0.9408,4
EURUSD,20010110,194000,0.9405,0.9406,0.9405,0.9405,4
EURUSD,20010110,194100,0.9402,0.9402,0.9402,0.9402,4
EURUSD,20010110,194200,0.9401,0.9402,0.9400,0.9400,4
EURUSD,20010110,194300,0.9399,0.9399,0.9398,0.9398,4
EURUSD,20010110,194400,0.9398,0.9400,0.9398,0.9400,4
EURUSD,20010110,194600,0.9398,0.9398,0.9398,0.9398,4
EURUSD,20010110,194700,0.9395,0.9395,0.9394,0.9394,4
EURUSD,20010110,194800,0.9394,0.9394,0.9394,0.9394,4
EURUSD,20010110,194900,0.9392,0.9394,0.9392,0.9394,4
EURUSD,20010110,195000,0.9397,0.9397,0.9395,0.9395,4
EURUSD,20010110,195100,0.9395,0.9396,0.9385,0.9386,4
EURUSD,20010110,195200,0.9387,0.9387,0.9382,0.9384,4
EURUSD,20010110,195300,0.9385,0.9386,0.9384,0.9386,4
EURUSD,20010110,195400,0.9385,0.9388,0.9385,0.9388,4
EURUSD,20010110,195500,0.9387,0.9388,0.9386,0.9386,4
EURUSD,20010110,195600,0.9387,0.9387,0.9385,0.9385,4
EURUSD,20010110,195700,0.9385,0.9387,0.9385,0.9387,4
EURUSD,20010110,195800,0.9388,0.9388,0.9386,0.9387,4
EURUSD,20010110,195900,0.9388,0.9390,0.9388,0.9390,4
EURUSD,20010110,200000,0.9391,0.9391,0.9387,0.9387,4
EURUSD,20010110,200100,0.9388,0.9388,0.9387,0.9387,4
EURUSD,20010110,200200,0.9387,0.9387,0.9387,0.9387,4
EURUSD,20010110,200300,0.9388,0.9394,0.9388,0.9394,4
EURUSD,20010110,200400,0.9392,0.9392,0.9388,0.9388,4
EURUSD,20010110,200500,0.9387,0.9387,0.9385,0.9385,4
EURUSD,20010110,200600,0.9385,0.9387,0.9385,0.9387,4
EURUSD,20010110,200700,0.9387,0.9387,0.9383,0.9383,4
EURUSD,20010110,200800,0.9383,0.9385,0.9383,0.9384,4
EURUSD,20010110,200900,0.9385,0.9387,0.9385,0.9386,4
EURUSD,20010110,201000,0.9385,0.9386,0.9383,0.9383,4
EURUSD,20010110,201100,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,201200,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,201300,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,201400,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,201500,0.9384,0.9384,0.9384,0.9384,4
EURUSD,20010110,201600,0.9385,0.9386,0.9385,0.9386,4
EURUSD,20010110,201700,0.9384,0.9385,0.9384,0.9385,4
EURUSD,20010110,201900,0.9387,0.9387,0.9387,0.9387,4
EURUSD,20010110,202000,0.9390,0.9392,0.9390,0.9392,4
EURUSD,20010110,202100,0.9390,0.9390,0.9388,0.9388,4
EURUSD,20010110,202200,0.9388,0.9389,0.9386,0.9389,4
EURUSD,20010110,202300,0.9388,0.9388,0.9388,0.9388,4
EURUSD,20010110,202400,0.9388,0.9389,0.9387,0.9389,4
EURUSD,20010110,202500,0.9387,0.9387,0.9386,0.9386,4
EURUSD,20010110,202600,0.9388,0.9388,0.9386,0.9386,4
EURUSD,20010110,202700,0.9387,0.9387,0.9387,0.9387,4
EURUSD,20010110,202800,0.9385,0.9385,0.9385,0.9385,4
EURUSD,20010110,202900,0.9385,0.9385,0.9383,0.9383,4
EURUSD,20010110,203000,0.9383,0.9383,0.9382,0.9383,4
EURUSD,20010110,203100,0.9382,0.9382,0.9382,0.9382,4
EURUSD,20010110,203300,0.9382,0.9383,0.9382,0.9383,4
EURUSD,20010110,203400,0.9383,0.9383,0.9383,0.9383,4
EURUSD,20010110,203500,0.9385,0.9385,0.9376,0.9376,4
EURUSD,20010110,203600,0.9369,0.9373,0.9366,0.9367,4
EURUSD,20010110,203700,0.9366,0.9368,0.9366,0.9366,4
EURUSD,20010110,203800,0.9364,0.9365,0.9361,0.9364,4
EURUSD,20010110,203900,0.9365,0.9366,0.9364,0.9364,4
EURUSD,20010110,204000,0.9363,0.9363,0.9362,0.9362,4
EURUSD,20010110,204100,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,204200,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,204300,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,204400,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,204500,0.9365,0.9365,0.9362,0.9363,4
EURUSD,20010110,204600,0.9362,0.9365,0.9362,0.9365,4
EURUSD,20010110,204700,0.9363,0.9364,0.9363,0.9364,4
EURUSD,20010110,204800,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,204900,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,205000,0.9365,0.9365,0.9363,0.9364,4
EURUSD,20010110,205100,0.9364,0.9366,0.9364,0.9366,4
EURUSD,20010110,205200,0.9366,0.9366,0.9365,0.9365,4
EURUSD,20010110,205300,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,205400,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,205500,0.9366,0.9366,0.9365,0.9365,4
EURUSD,20010110,205600,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,205700,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,205800,0.9365,0.9365,0.9364,0.9365,4
EURUSD,20010110,205900,0.9366,0.9367,0.9366,0.9367,4
EURUSD,20010110,210000,0.9367,0.9368,0.9367,0.9368,4
EURUSD,20010110,210100,0.9368,0.9368,0.9368,0.9368,4
EURUSD,20010110,210200,0.9368,0.9369,0.9368,0.9369,4
EURUSD,20010110,210300,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,210400,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,210500,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,210600,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,210700,0.9369,0.9370,0.9369,0.9370,4
EURUSD,20010110,210800,0.9370,0.9370,0.9369,0.9370,4
EURUSD,20010110,210900,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,211000,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,211100,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,211200,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,211300,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,211400,0.9370,0.9370,0.9369,0.9369,4
EURUSD,20010110,211500,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,211600,0.9369,0.9369,0.9367,0.9367,4
EURUSD,20010110,211700,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,211800,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,211900,0.9366,0.9367,0.9366,0.9367,4
EURUSD,20010110,212000,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,212100,0.9367,0.9368,0.9367,0.9368,4
EURUSD,20010110,212200,0.9368,0.9368,0.9368,0.9368,4
EURUSD,20010110,212300,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,212400,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,212500,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,212600,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,212700,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,212800,0.9366,0.9366,0.9365,0.9365,4
EURUSD,20010110,212900,0.9365,0.9365,0.9363,0.9365,4
EURUSD,20010110,213000,0.9365,0.9365,0.9364,0.9364,4
EURUSD,20010110,213100,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,213200,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,213300,0.9364,0.9366,0.9364,0.9366,4
EURUSD,20010110,213400,0.9366,0.9366,0.9365,0.9365,4
EURUSD,20010110,213500,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,213600,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,213700,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,213800,0.9365,0.9366,0.9365,0.9365,4
EURUSD,20010110,213900,0.9365,0.9366,0.9365,0.9366,4
EURUSD,20010110,214000,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,214100,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,214300,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,214400,0.9365,0.9366,0.9365,0.9366,4
EURUSD,20010110,214500,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,214600,0.9367,0.9367,0.9366,0.9366,4
EURUSD,20010110,214700,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,214800,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,214900,0.9366,0.9367,0.9366,0.9367,4
EURUSD,20010110,215000,0.9367,0.9367,0.9366,0.9366,4
EURUSD,20010110,215100,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,215200,0.9366,0.9366,0.9363,0.9364,4
EURUSD,20010110,215300,0.9364,0.9364,0.9362,0.9362,4
EURUSD,20010110,215400,0.9362,0.9362,0.9362,0.9362,4
EURUSD,20010110,215500,0.9362,0.9362,0.9362,0.9362,4
EURUSD,20010110,215600,0.9363,0.9363,0.9362,0.9362,4
EURUSD,20010110,215700,0.9362,0.9362,0.9362,0.9362,4
EURUSD,20010110,215800,0.9362,0.9363,0.9362,0.9363,4
EURUSD,20010110,215900,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,220000,0.9363,0.9363,0.9362,0.9362,4
EURUSD,20010110,220100,0.9362,0.9362,0.9362,0.9362,4
EURUSD,20010110,220200,0.9362,0.9367,0.9362,0.9364,4
EURUSD,20010110,220300,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,220400,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,220500,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,220600,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,220700,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,220800,0.9363,0.9364,0.9363,0.9364,4
EURUSD,20010110,220900,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,221000,0.9364,0.9365,0.9364,0.9365,4
EURUSD,20010110,221100,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,221200,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,221300,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,221500,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,221600,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,221700,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,221800,0.9367,0.9368,0.9367,0.9368,4
EURUSD,20010110,222000,0.9369,0.9371,0.9369,0.9370,4
EURUSD,20010110,222200,0.9370,0.9370,0.9369,0.9369,4
EURUSD,20010110,222300,0.9368,0.9368,0.9368,0.9368,4
EURUSD,20010110,222500,0.9368,0.9369,0.9368,0.9369,4
EURUSD,20010110,222700,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,222800,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,222900,0.9369,0.9369,0.9368,0.9368,4
EURUSD,20010110,223000,0.9367,0.9367,0.9366,0.9366,4
EURUSD,20010110,223500,0.9367,0.9367,0.9365,0.9365,4
EURUSD,20010110,223600,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,223700,0.9365,0.9366,0.9365,0.9366,4
EURUSD,20010110,223800,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,223900,0.9366,0.9366,0.9365,0.9365,4
EURUSD,20010110,224000,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,224100,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,224200,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,224300,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,224400,0.9364,0.9364,0.9363,0.9363,4
EURUSD,20010110,224500,0.9363,0.9363,0.9363,0.9363,4
EURUSD,20010110,224600,0.9363,0.9364,0.9363,0.9364,4
EURUSD,20010110,224700,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,224900,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,225000,0.9365,0.9366,0.9365,0.9366,4
EURUSD,20010110,225100,0.9366,0.9366,0.9365,0.9365,4
EURUSD,20010110,225300,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,225600,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,225700,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,225800,0.9365,0.9366,0.9365,0.9366,4
EURUSD,20010110,225900,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,230000,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010110,230100,0.9367,0.9367,0.9367,0.9367,4
EURUSD,20010110,230200,0.9368,0.9368,0.9368,0.9368,4
EURUSD,20010110,230300,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,230500,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,230600,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,230700,0.9370,0.9371,0.9370,0.9371,4
EURUSD,20010110,230800,0.9371,0.9371,0.9371,0.9371,4
EURUSD,20010110,230900,0.9371,0.9371,0.9371,0.9371,4
EURUSD,20010110,231300,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,231400,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,231700,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,231800,0.9369,0.9370,0.9369,0.9370,4
EURUSD,20010110,231900,0.9370,0.9370,0.9369,0.9369,4
EURUSD,20010110,232000,0.9369,0.9370,0.9369,0.9370,4
EURUSD,20010110,232100,0.9370,0.9370,0.9369,0.9369,4
EURUSD,20010110,232200,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232300,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232400,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232500,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232600,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232700,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232800,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,232900,0.9371,0.9371,0.9371,0.9371,4
EURUSD,20010110,233000,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,233100,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010110,233200,0.9370,0.9370,0.9369,0.9369,4
EURUSD,20010110,233300,0.9369,0.9369,0.9369,0.9369,4
EURUSD,20010110,233400,0.9369,0.9370,0.9369,0.9370,4
EURUSD,20010110,233500,0.9370,0.9370,0.9369,0.9369,4
EURUSD,20010110,234700,0.9368,0.9368,0.9368,0.9368,4
EURUSD,20010110,235000,0.9368,0.9368,0.9365,0.9365,4
EURUSD,20010110,235100,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,235200,0.9365,0.9365,0.9364,0.9364,4
EURUSD,20010110,235300,0.9364,0.9364,0.9364,0.9364,4
EURUSD,20010110,235400,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,235500,0.9365,0.9365,0.9365,0.9365,4
EURUSD,20010110,235600,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010111,000000,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010111,000200,0.9366,0.9366,0.9366,0.9366,4
EURUSD,20010111,000400,0.9367,0.9367,0.9366,0.9366,4
EURUSD,20010111,000600,0.9366,0.9367,0.9366,0.9367,4
EURUSD,20010111,000700,0.9367,0.9369,0.9367,0.9369,4
EURUSD,20010111,000800,0.9370,0.9370,0.9370,0.9370,4
EURUSD,20010111,000900,0.9370,0.9371,0.9370,0.9371,4
